id,data_count_new,cluster_belong_new,data_count_sum
25087,1,-1,27394
25088,1,-1,27395
25089,1,-1,27396
25090,1,-1,27397
25091,1,-1,27398
25092,1,-1,27399
25093,1,-1,27400
25094,1,-1,27401
25095,1,-1,27402
25096,1,-1,27403
25097,1,-1,27404
25098,1,-1,27405
25099,2,0,27407
25100,1,-1,27408
25101,1,-1,27409
25102,1,-1,27410
25103,1,-1,27411
25104,1,-1,27412
25105,1,-1,27413
25106,2,4,27415
25107,2,5,27417
25108,2,5,27419
25109,1,-1,27420
25110,1,-1,27421
25111,1,-1,27422
25112,1,-1,27423
25113,1,-1,27424
25114,1,-1,27425
25115,1,-1,27426
25116,1,-1,27427
25117,1,-1,27428
25118,1,-1,27429
25119,1,-1,27430
25120,1,-1,27431
25121,1,-1,27432
25122,1,-1,27433
25123,1,-1,27434
25124,1,-1,27435
25125,1,-1,27436
25126,1,-1,27437
25127,1,-1,27438
25128,1,-1,27439
25129,1,-1,27440
25130,1,-1,27441
25131,1,-1,27442
25132,1,-1,27443
25133,1,-1,27444
25134,2,0,27446
25135,1,-1,27447
25136,1,-1,27448
25137,1,-1,27449
25138,1,-1,27450
25139,1,-1,27451
25140,1,-1,27452
25141,1,-1,27453
25142,1,-1,27454
25143,1,-1,27455
25144,1,-1,27456
25145,1,-1,27457
25146,1,-1,27458
25147,1,-1,27459
25148,1,-1,27460
25149,1,-1,27461
25150,1,-1,27462
25151,1,-1,27463
25152,1,-1,27464
25153,1,-1,27465
25154,1,-1,27466
25155,1,-1,27467
25156,2,4,27469
25157,1,-1,27470
25158,1,-1,27471
25159,1,-1,27472
25160,1,-1,27473
25161,1,-1,27474
25162,1,-1,27475
25163,1,-1,27476
25164,1,-1,27477
25165,1,-1,27478
25166,1,-1,27479
25167,1,-1,27480
25168,1,-1,27481
25169,2,5,27483
25170,1,-1,27484
25171,1,-1,27485
25172,1,-1,27486
25173,1,-1,27487
25174,1,-1,27488
25175,1,-1,27489
25176,2,5,27491
25177,1,-1,27492
25178,1,-1,27493
25179,1,-1,27494
25180,1,-1,27495
25181,2,6,27497
25182,1,-1,27498
25183,2,1,27500
25184,1,-1,27501
25185,1,-1,27502
25186,1,-1,27503
25187,1,-1,27504
25188,1,-1,27505
25189,1,-1,27506
25190,1,-1,27507
25191,2,9,27509
25192,1,-1,27510
25193,1,-1,27511
25194,1,-1,27512
25195,1,-1,27513
25196,1,-1,27514
25197,1,-1,27515
25198,1,-1,27516
25199,1,-1,27517
25200,1,-1,27518
25201,2,9,27520
25202,2,4,27522
25203,1,-1,27523
25204,1,-1,27524
25205,1,-1,27525
25206,1,-1,27526
25207,1,-1,27527
25208,1,-1,27528
25209,1,-1,27529
25210,1,-1,27530
25211,1,-1,27531
25212,1,-1,27532
25213,1,-1,27533
25214,1,-1,27534
25215,1,-1,27535
25216,1,-1,27536
25217,1,-1,27537
25218,1,-1,27538
25219,1,-1,27539
25220,2,0,27541
25221,2,0,27543
25222,1,-1,27544
25223,1,-1,27545
25224,1,-5,27546
25225,2,3,27548
25226,1,-1,27549
25227,1,-1,27550
25228,1,-1,27551
25229,1,-1,27552
25230,1,-1,27553
25231,1,-1,27554
25232,1,-1,27555
25233,1,-1,27556
25234,2,2,27558
25235,1,-1,27559
25236,1,-1,27560
25237,1,-1,27561
25238,1,-1,27562
25239,1,-1,27563
25240,1,-1,27564
25241,1,-1,27565
25242,2,0,27567
25243,1,-1,27568
25244,1,-1,27569
25245,1,-1,27570
25246,1,-1,27571
25247,2,8,27573
25248,2,0,27575
25249,1,-1,27576
25250,2,6,27578
25251,1,-1,27579
25252,1,-1,27580
25253,1,-1,27581
25254,1,-1,27582
25255,1,-1,27583
25256,1,-1,27584
25257,1,-1,27585
25258,1,-1,27586
25259,1,-1,27587
25260,1,-1,27588
25261,1,-1,27589
25262,1,-1,27590
25263,1,-1,27591
25264,1,-1,27592
25265,1,-1,27593
25266,1,-1,27594
25267,1,-1,27595
25268,1,-1,27596
25269,1,-1,27597
25270,1,-1,27598
25271,1,-1,27599
25272,1,-1,27600
25273,1,-1,27601
25274,1,-1,27602
25275,1,-1,27603
25276,2,6,27605
25277,1,-1,27606
25278,1,-1,27607
25279,1,-1,27608
25280,1,-1,27609
25281,1,-1,27610
25282,1,-1,27611
25283,1,-1,27612
25284,1,-1,27613
25285,1,-1,27614
25286,1,-1,27615
25287,1,-1,27616
25288,1,-1,27617
25289,2,9,27619
25290,1,-1,27620
25291,1,-1,27621
25292,1,-1,27622
25293,1,-1,27623
25294,1,-1,27624
25295,1,-1,27625
25296,1,-1,27626
25297,1,-1,27627
25298,1,-1,27628
25299,1,-1,27629
25300,1,-1,27630
25301,1,-1,27631
25302,1,-1,27632
25303,2,2,27634
25304,1,-1,27635
25305,1,-1,27636
25306,1,-1,27637
25307,2,5,27639
25308,1,-1,27640
25309,1,-1,27641
25310,1,-1,27642
25311,2,3,27644
25312,1,-1,27645
25313,1,-1,27646
25314,1,-1,27647
25315,1,-1,27648
25316,1,-1,27649
25317,1,-1,27650
25318,2,6,27652
25319,1,-1,27653
25320,1,-1,27654
25321,1,-1,27655
25322,1,-1,27656
25323,1,-1,27657
25324,1,-1,27658
25325,1,-1,27659
25326,1,-1,27660
25327,1,-1,27661
25328,1,-1,27662
25329,1,-1,27663
25330,1,-1,27664
25331,1,-1,27665
25332,1,-1,27666
25333,1,-1,27667
25334,1,-1,27668
25335,1,-1,27669
25336,1,-1,27670
25337,1,-1,27671
25338,2,8,27673
25339,2,4,27675
25340,1,-1,27676
25341,1,-1,27677
25342,1,-1,27678
25343,1,-1,27679
25344,1,-1,27680
25345,1,-1,27681
25346,1,-1,27682
25347,1,-1,27683
25348,1,-1,27684
25349,1,-1,27685
25350,1,-1,27686
25351,1,-1,27687
25352,1,-1,27688
25353,1,-1,27689
25354,1,-1,27690
25355,1,-1,27691
25356,1,-1,27692
25357,1,-1,27693
25358,1,-1,27694
25359,1,-1,27695
25360,1,-1,27696
25361,1,-1,27697
25362,1,-1,27698
25363,1,-1,27699
